Mod:Item:MetaData, Localized Name
iceandfire:myrmex_desert_chitin, Desert Myrmex Chitin
iceandfire:myrmex_jungle_chitin, Jungle Myrmex Chitin
iceandfire:myrmex_stinger, Myrmex Stinger
iceandfire:myrmex_desert_sword, Desert Myrmex Chitin Sword
iceandfire:myrmex_desert_sword_venom, Desert Myrmex Stinger Sword
iceandfire:myrmex_desert_shovel, Desert Myrmex Chitin Shovel
iceandfire:myrmex_desert_pickaxe, Desert Myrmex Chitin Pickaxe
iceandfire:myrmex_desert_axe, Desert Myrmex Chitin Axe
iceandfire:myrmex_desert_hoe, Desert Myrmex Chitin Hoe
iceandfire:myrmex_jungle_sword, Jungle Myrmex Chitin Sword
iceandfire:myrmex_jungle_sword_venom, Jungle Myrmex Stinger Sword
iceandfire:myrmex_jungle_shovel, Jungle Myrmex Chitin Shovel
iceandfire:myrmex_jungle_pickaxe, Jungle Myrmex Chitin Pickaxe
iceandfire:myrmex_jungle_axe, Jungle Myrmex Chitin Axe
iceandfire:myrmex_jungle_hoe, Jungle Myrmex Chitin Hoe
iceandfire:myrmex_desert_staff, Desert Myrmex Staff
iceandfire:myrmex_jungle_staff, Jungle Myrmex Staff
iceandfire:myrmex_desert_helmet, Desert Myrmex Chitin Helmet
iceandfire:myrmex_desert_chestplate, Desert Myrmex Chitin Chestplate
iceandfire:myrmex_desert_leggings, Desert Myrmex Chitin Leggings
iceandfire:myrmex_desert_boots, Desert Myrmex Chitin Boots
iceandfire:myrmex_jungle_helmet, Jungle Myrmex Chitin Helmet
iceandfire:myrmex_jungle_chestplate, Jungle Myrmex Chitin Chestplate
iceandfire:myrmex_jungle_leggings, Jungle Myrmex Chitin Leggings
iceandfire:myrmex_jungle_boots, Jungle Myrmex Chitin Boots
iceandfire:myrmex_desert_swarm, Myrmex Swarm
iceandfire:myrmex_jungle_swarm, Myrmex Swarm
iceandfire:amphithere_feather, Amphithere Feather
iceandfire:amphithere_arrow, Amphithere Arrow
iceandfire:amphithere_macuahuitl, Amphithere Macuahuitl
iceandfire:sea_serpent_fang, Sea Serpent Fang
iceandfire:sea_serpent_arrow, Tide Arrow
iceandfire:tide_trident, Tide Trident
iceandfire:chain_link, Iron Chain Link
iceandfire:chain_sticky, Sticky Iron Chain
iceandfire:chain, Iron Chain
iceandfire:dragonsteel_fire_ingot, Fire Dragonsteel Ingot
iceandfire:dragonsteel_fire_sword, Fire Dragonsteel Sword
iceandfire:dragonsteel_fire_pickaxe, Fire Dragonsteel Pickaxe
iceandfire:dragonsteel_fire_axe, Fire Dragonsteel Axe
iceandfire:dragonsteel_fire_shovel, Fire Dragonsteel Shovel
iceandfire:dragonsteel_fire_hoe, Fire Dragonsteel Hoe
iceandfire:dragonsteel_fire_helmet, Fire Dragonsteel Helmet
iceandfire:dragonsteel_fire_chestplate, Fire Dragonsteel Chestplate
iceandfire:dragonsteel_fire_leggings, Fire Dragonsteel Leggings
iceandfire:dragonsteel_fire_boots, Fire Dragonsteel Boots
iceandfire:dragonsteel_ice_ingot, Ice Dragonsteel Ingot
iceandfire:dragonsteel_ice_sword, Ice Dragonsteel Sword
iceandfire:dragonsteel_ice_pickaxe, Ice Dragonsteel Pickaxe
iceandfire:dragonsteel_ice_axe, Ice Dragonsteel Axe
iceandfire:dragonsteel_ice_shovel, Ice Dragonsteel Shovel
iceandfire:dragonsteel_ice_hoe, Ice Dragonsteel Hoe
iceandfire:dragonsteel_ice_helmet, Ice Dragonsteel Helmet
iceandfire:dragonsteel_ice_chestplate, Ice Dragonsteel Chestplate
iceandfire:dragonsteel_ice_leggings, Ice Dragonsteel Leggings
iceandfire:dragonsteel_ice_boots, Ice Dragonsteel Boots
iceandfire:weezer_blue_album, Weezer
iceandfire:dragon_debug_stick, Dragon Debug Stick
iceandfire:dread_sword, Dread Thrall's Sword
iceandfire:dread_knight_sword, Dread Knight's Sword
iceandfire:lich_staff, Dread Lich Staff
iceandfire:dread_queen_sword, Blade of the Dreaded Queen
iceandfire:dread_queen_staff, Staff of the Dreaded Queen
iceandfire:dread_shard, Dread Shard
iceandfire:dread_key, §bGravemaster's Key§r
iceandfire:hydra_fang, Hydra Fang
iceandfire:hydra_heart, Hydra Heart
iceandfire:hydra_arrow, Hydra Arrow
iceandfire:armor_red_helmet, Dragon Scale Helmet
iceandfire:armor_red_chestplate, Dragon Scale Chestplate
iceandfire:armor_red_leggings, Dragon Scale Leggings
iceandfire:armor_red_boots, Dragon Scale Boots
iceandfire:armor_bronze_helmet, Dragon Scale Helmet
iceandfire:armor_bronze_chestplate, Dragon Scale Chestplate
iceandfire:armor_bronze_leggings, Dragon Scale Leggings
iceandfire:armor_bronze_boots, Dragon Scale Boots
iceandfire:armor_green_helmet, Dragon Scale Helmet
iceandfire:armor_green_chestplate, Dragon Scale Chestplate
iceandfire:armor_green_leggings, Dragon Scale Leggings
iceandfire:armor_green_boots, Dragon Scale Boots
iceandfire:armor_gray_helmet, Dragon Scale Helmet
iceandfire:armor_gray_chestplate, Dragon Scale Chestplate
iceandfire:armor_gray_leggings, Dragon Scale Leggings
iceandfire:armor_gray_boots, Dragon Scale Boots
iceandfire:armor_blue_helmet, Dragon Scale Helmet
iceandfire:armor_blue_chestplate, Dragon Scale Chestplate
iceandfire:armor_blue_leggings, Dragon Scale Leggings
iceandfire:armor_blue_boots, Dragon Scale Boots
iceandfire:armor_white_helmet, Dragon Scale Helmet
iceandfire:armor_white_chestplate, Dragon Scale Chestplate
iceandfire:armor_white_leggings, Dragon Scale Leggings
iceandfire:armor_white_boots, Dragon Scale Boots
iceandfire:armor_sapphire_helmet, Dragon Scale Helmet
iceandfire:armor_sapphire_chestplate, Dragon Scale Chestplate
iceandfire:armor_sapphire_leggings, Dragon Scale Leggings
iceandfire:armor_sapphire_boots, Dragon Scale Boots
iceandfire:armor_silver_helmet, Dragon Scale Helmet
iceandfire:armor_silver_chestplate, Dragon Scale Chestplate
iceandfire:armor_silver_leggings, Dragon Scale Leggings
iceandfire:armor_silver_boots, Dragon Scale Boots
iceandfire:sea_serpent_scales_blue, Sea Serpent Scales
iceandfire:tide_blue_helmet, Tide Guardian Helmet
iceandfire:tide_blue_chestplate, Tide Guardian Chestplate
iceandfire:tide_blue_leggings, Tide Guardian Leggings
iceandfire:tide_blue_boots, Tide Guardian Boots
iceandfire:sea_serpent_scales_bronze, Sea Serpent Scales
iceandfire:tide_bronze_helmet, Tide Guardian Helmet
iceandfire:tide_bronze_chestplate, Tide Guardian Chestplate
iceandfire:tide_bronze_leggings, Tide Guardian Leggings
iceandfire:tide_bronze_boots, Tide Guardian Boots
iceandfire:sea_serpent_scales_deepblue, Sea Serpent Scales
iceandfire:tide_deepblue_helmet, Tide Guardian Helmet
iceandfire:tide_deepblue_chestplate, Tide Guardian Chestplate
iceandfire:tide_deepblue_leggings, Tide Guardian Leggings
iceandfire:tide_deepblue_boots, Tide Guardian Boots
iceandfire:sea_serpent_scales_green, Sea Serpent Scales
iceandfire:tide_green_helmet, Tide Guardian Helmet
iceandfire:tide_green_chestplate, Tide Guardian Chestplate
iceandfire:tide_green_leggings, Tide Guardian Leggings
iceandfire:tide_green_boots, Tide Guardian Boots
iceandfire:sea_serpent_scales_purple, Sea Serpent Scales
iceandfire:tide_purple_helmet, Tide Guardian Helmet
iceandfire:tide_purple_chestplate, Tide Guardian Chestplate
iceandfire:tide_purple_leggings, Tide Guardian Leggings
iceandfire:tide_purple_boots, Tide Guardian Boots
iceandfire:sea_serpent_scales_red, Sea Serpent Scales
iceandfire:tide_red_helmet, Tide Guardian Helmet
iceandfire:tide_red_chestplate, Tide Guardian Chestplate
iceandfire:tide_red_leggings, Tide Guardian Leggings
iceandfire:tide_red_boots, Tide Guardian Boots
iceandfire:sea_serpent_scales_teal, Sea Serpent Scales
iceandfire:tide_teal_helmet, Tide Guardian Helmet
iceandfire:tide_teal_chestplate, Tide Guardian Chestplate
iceandfire:tide_teal_leggings, Tide Guardian Leggings
iceandfire:tide_teal_boots, Tide Guardian Boots
iceandfire:troll_weapon.axe, Troll's Axe
iceandfire:troll_weapon.column, Troll's Stone Column
iceandfire:troll_weapon.column_forest, Troll's Mossy Column
iceandfire:troll_weapon.column_frost, Troll's Frosted Col
iceandfire:troll_weapon.hammer, Troll's Hammer
iceandfire:troll_weapon.trunk, Troll's Tree Trunk
iceandfire:troll_weapon.trunk_frost, Troll's Frosted Tree Trunk
iceandfire:troll_leather_forest, Forest Troll Leather
iceandfire:forest_troll_leather_helmet, Forest Troll Leather Helmet
iceandfire:forest_troll_leather_chestplate, Forest Troll Leather Chestplate
iceandfire:forest_troll_leather_leggings, Forest Troll Leather Leggings
iceandfire:forest_troll_leather_boots, Forest Troll Leather Boots
iceandfire:troll_leather_frost, Frost Troll Leather
iceandfire:frost_troll_leather_helmet, Frost Troll Leather Helmet
iceandfire:frost_troll_leather_chestplate, Frost Troll Leather Chestplate
iceandfire:frost_troll_leather_leggings, Frost Troll Leather Leggings
iceandfire:frost_troll_leather_boots, Frost Troll Leather Boots
iceandfire:troll_leather_mountain, Mountain Troll Leather
iceandfire:mountain_troll_leather_helmet, Mountain Troll Leather Helmet
iceandfire:mountain_troll_leather_chestplate, Mountain Troll Leather Chestplate
iceandfire:mountain_troll_leather_leggings, Mountain Troll Leather Leggings
iceandfire:mountain_troll_leather_boots, Mountain Troll Leather Boots
iceandfire:hippogryph_skull, Hippogryph Skull
iceandfire:cyclops_skull, Cyclops Skull
iceandfire:cockatrice_skull, Cockatrice Skull
iceandfire:stymphalian_skull, Stymphalian Bird Skull
iceandfire:troll_skull, Troll Skull
iceandfire:amphithere_skull, Amphithere Skull
iceandfire:seaserpent_skull, Sea Serpent Skull
iceandfire:hydra_skull, Hydra Skull
immersivepetroleum:metal_device:0, Automatic Lubricator
immersivepetroleum:metal_device:1, Portable Generator
immersivepetroleum:stone_decoration, tile.immersivepetroleum.stone_decoration.name
immersivepetroleum:material:0, Bitumen
immersivepetroleum:schematic, %s Projector
immersivepetroleum:speedboat, Motorboat
immersivepetroleum:upgrades:0, Reinforced Hull
immersivepetroleum:upgrades:1, Icebreaker Bow
immersivepetroleum:upgrades:2, Expanded Fuel Tank
immersivepetroleum:upgrades:3, Maneuvering Rudders
immersivepetroleum:upgrades:4, Emergency Paddles
immersivepetroleum:oil_can, Lubricant Can
immersivetech:stone_multiblock, tile.immersivetech.stone_multiblock.name
immersivetech:connectors, tile.immersivetech.connectors.name
immersivetech:metal_device, tile.immersivetech.metal_device.name
immersivetech:stone_decoration, tile.immersivetech.stone_decoration.name
immersivetech:material:0, Salt
teslacorelib:base_addon, Base Addon
teslacorelib:energy_tier1, Energy Upgrade I
teslacorelib:energy_tier2, Energy Upgrade II
teslacorelib:machine_case, Machine Case
teslacorelib:speed_tier1, Speed Upgrade I
teslacorelib:speed_tier2, Speed Upgrade II
teslacorelib:wrench, Tesla Wrench
integrateddynamics:part_audio_reader_item, parttype.parttypes.integrateddynamics.audio_reader.name.name
integrateddynamics:part_block_reader_item, parttype.parttypes.integrateddynamics.block_reader.name.name
integrateddynamics:part_entity_reader_item, parttype.parttypes.integrateddynamics.entity_reader.name.name
integrateddynamics:part_extradimensional_reader_item, parttype.parttypes.integrateddynamics.extradimensional_reader.name.name
integrateddynamics:part_fluid_reader_item, parttype.parttypes.integrateddynamics.fluid_reader.name.name
integrateddynamics:part_inventory_reader_item, parttype.parttypes.integrateddynamics.inventory_reader.name.name
integrateddynamics:part_machine_reader_item, parttype.parttypes.integrateddynamics.machine_reader.name.name
integrateddynamics:part_network_reader_item, parttype.parttypes.integrateddynamics.network_reader.name.name
integrateddynamics:part_redstone_reader_item, parttype.parttypes.integrateddynamics.redstone_reader.name.name
integrateddynamics:part_world_reader_item, parttype.parttypes.integrateddynamics.world_reader.name.name
integrateddynamics:part_audio_writer_item, parttype.parttypes.integrateddynamics.audio_writer.name.name
integrateddynamics:part_effect_writer_item, parttype.parttypes.integrateddynamics.effect_writer.name.name
integrateddynamics:part_entity_writer_item, parttype.parttypes.integrateddynamics.entity_writer.name.name
integrateddynamics:part_machine_writer_item, parttype.parttypes.integrateddynamics.machine_writer.name.name
integrateddynamics:part_inventory_writer_item, parttype.parttypes.integrateddynamics.inventory_writer.name.name
integrateddynamics:part_redstone_writer_item, parttype.parttypes.integrateddynamics.redstone_writer.name.name
integrateddynamics:part_static_light_panel_item, parttype.parttypes.integrateddynamics.static_light_panel.name.name
integrateddynamics:part_dynamic_light_panel_item, parttype.parttypes.integrateddynamics.dynamic_light_panel.name.name
integrateddynamics:part_display_panel_item, parttype.parttypes.integrateddynamics.display_panel.name.name
integrateddynamics:part_connector_mono_directional_item, parttype.parttypes.integrateddynamics.connector_mono_directional.name.name
integrateddynamics:part_connector_omni_directional_item, parttype.parttypes.integrateddynamics.connector_omni_directional.name.name
integrateddynamics:cable, Logic Cable
integrateddynamics:variablestore:0, Variable Store
integrateddynamics:logic_programmer:0, Logic Programmer
integrateddynamics:energy_battery, Energy Battery
integrateddynamics:creative_energy_battery, Creative Energy Battery
integrateddynamics:coal_generator:0, Generator
integrateddynamics:proxy:0, Proxy
integrateddynamics:materializer:0, Materializer
integrateddynamics:menril_log:0, Menril Wood
integrateddynamics:menril_log_filled:0, Enriched Menril Wood
integrateddynamics:menril_leaves:0, Menril Leaves
integrateddynamics:menril_sapling:0, Menril Sapling
integrateddynamics:menril_planks, Menril Wood Planks
integrateddynamics:crystalized_menril_block, Block of Crystalized Menril
integrateddynamics:crystalized_menril_brick, Crystalized Menril Brick
integrateddynamics:block_menril_resin:0, Menril Resin
integrateddynamics:drying_basin, Drying Basin
integrateddynamics:squeezer:0, Squeezer
integrateddynamics:menril_door, Menril Door
integrateddynamics:menril_torch:0, Menril Torch
integrateddynamics:menril_torch_stone:0, Menril Stone Torch
integrateddynamics:menril_planks_stairs:0, Menril Wood Stairs
integrateddynamics:crystalized_menril_block_stairs:0, Crystalized Menril Stairs
integrateddynamics:crystalized_menril_brick_stairs:0, Crystalized Menril Brick Stairs
integrateddynamics:delay:0, Delayer
integrateddynamics:block_liquid_chorus:0, Liquid Chorus
integrateddynamics:crystalized_chorus_block, Block of Crystalized Chorus
integrateddynamics:crystalized_chorus_brick, Crystalized Chorus Brick
integrateddynamics:crystalized_chorus_block_stairs:0, Crystalized Chorus Stairs
integrateddynamics:crystalized_chorus_brick_stairs:0, Crystalized Chorus Brick Stairs
integrateddynamics:mechanical_squeezer:0, Mechanical Squeezer
integrateddynamics:mechanical_drying_basin:0, Mechanical Drying Basin
integrateddynamics:wrench, Wrench
integrateddynamics:variable, Variable Card
integrateddynamics:labeller, Labeller
integrateddynamics:facade, Facade
integrateddynamics:crystalized_menril_chunk, Crystalized Menril Chunk
integrateddynamics:variable_transformer:0, Output Variable Transformer
integrateddynamics:variable_transformer:1, Input Variable Transformer
integrateddynamics:menril_berries, Menril Berries
integrateddynamics:portable_logic_programmer, Portable Logic Programmer
integrateddynamics:on_the_dynamics_of_integration, On the Dynamics of Integration
integrateddynamics:crystalized_chorus_chunk, Crystalized Chorus Chunk
integrateddynamics:logic_director, Logic Director
integratedtunnels:part_interface_energy_item, parttype.parttypes.integratedtunnels.interface_energy.name.name
integratedtunnels:part_importer_energy_item, parttype.parttypes.integratedtunnels.importer_energy.name.name
integratedtunnels:part_exporter_energy_item, parttype.parttypes.integratedtunnels.exporter_energy.name.name
integratedtunnels:part_importer_world_energy_item, parttype.parttypes.integratedtunnels.importer_world_energy.name.name
integratedtunnels:part_exporter_world_energy_item, parttype.parttypes.integratedtunnels.exporter_world_energy.name.name
integratedtunnels:part_interface_item_item, parttype.parttypes.integratedtunnels.interface_item.name.name
integratedtunnels:part_importer_item_item, parttype.parttypes.integratedtunnels.importer_item.name.name
integratedtunnels:part_exporter_item_item, parttype.parttypes.integratedtunnels.exporter_item.name.name
integratedtunnels:part_importer_world_item_item, parttype.parttypes.integratedtunnels.importer_world_item.name.name
integratedtunnels:part_exporter_world_item_item, parttype.parttypes.integratedtunnels.exporter_world_item.name.name
integratedtunnels:part_interface_fluid_item, parttype.parttypes.integratedtunnels.interface_fluid.name.name
integratedtunnels:part_importer_fluid_item, parttype.parttypes.integratedtunnels.importer_fluid.name.name
integratedtunnels:part_exporter_fluid_item, parttype.parttypes.integratedtunnels.exporter_fluid.name.name
integratedtunnels:part_importer_world_fluid_item, parttype.parttypes.integratedtunnels.importer_world_fluid.name.name
integratedtunnels:part_exporter_world_fluid_item, parttype.parttypes.integratedtunnels.exporter_world_fluid.name.name
integratedtunnels:part_importer_world_block_item, parttype.parttypes.integratedtunnels.importer_world_block.name.name
integratedtunnels:part_exporter_world_block_item, parttype.parttypes.integratedtunnels.exporter_world_block.name.name
integratedtunnels:part_player_simulator_item, parttype.parttypes.integratedtunnels.player_simulator.name.name
ironbackpacks:backpack:0, Basic Backpack
ironbackpacks:backpack:0, Iron Backpack
ironbackpacks:backpack:0, Iron Backpack
ironbackpacks:backpack:0, Gold Backpack
ironbackpacks:backpack:0, Gold Backpack
ironbackpacks:backpack:0, Diamond Backpack
ironbackpacks:backpack:0, Diamond Backpack
ironbackpacks:upgrade:0, Blank Upgrade
ironbackpacks:upgrade:0, Damage Bar Upgrade
ironbackpacks:upgrade:0, Latch Upgrade
ironbackpacks:upgrade:0, Extra Upgrade Point
ironbackpacks:upgrade:0, Everlasting Upgrade
mekanismgenerators:solarpanel, Solar Panel
mekanismgenerators:hohlraum, Hohlraum
mekanismgenerators:turbineblade, Turbine Blade
mekanismgenerators:generator:0, Heat Generator
mekanismgenerators:generator:1, Solar Generator
mekanismgenerators:generator:3, Gas-Burning Generator
mekanismgenerators:generator:4, Bio-Generator
mekanismgenerators:generator:5, Advanced Solar Generator
mekanismgenerators:generator:6, Wind Generator
mekanismgenerators:generator:7, Turbine Rotor
mekanismgenerators:generator:8, Rotational Complex
mekanismgenerators:generator:9, Electromagnetic Coil
mekanismgenerators:generator:10, Turbine Casing
mekanismgenerators:generator:11, Turbine Valve
mekanismgenerators:generator:12, Turbine Vent
mekanismgenerators:generator:13, Saturating Condenser
mekanismgenerators:reactor:0, Reactor Controller
mekanismgenerators:reactor:1, Reactor Frame
mekanismgenerators:reactor:2, Reactor Port
mekanismgenerators:reactor:3, Reactor Logic Adapter
mekanismgenerators:reactorglass:0, Reactor Glass
mekanismgenerators:reactorglass:1, Laser Focus Matrix
mob_grinding_utils:fan_upgrade:0, Mob Fan Upgrade
mob_grinding_utils:fan_upgrade:1, Mob Fan Upgrade
mob_grinding_utils:fan_upgrade:2, Mob Fan Upgrade
mob_grinding_utils:absorption_upgrade:0, Absorption Radius Upgrade
mob_grinding_utils:saw_upgrade:0, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:1, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:2, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:3, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:4, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:5, Mob Masher Upgrade
mob_grinding_utils:mob_swab, Mob Swab
mob_grinding_utils:gm_chicken_feed, GM Chicken Feed
mob_grinding_utils:null_sword, Imaginary Not Here Sword
mob_grinding_utils:fan, Mob Fan
mob_grinding_utils:saw, Mob Masher
mob_grinding_utils:absorption_hopper, Absorption Hopper
mob_grinding_utils:spikes, Iron Spikes
mob_grinding_utils:tank, Singularity Tank
mob_grinding_utils:tank_sink, XP Drain Singularity Tank
mob_grinding_utils:xp_tap, XP Tap
mob_grinding_utils:wither_muffler, Wither Boss Death Muffler
mob_grinding_utils:dragon_muffler, Ender Dragon Death Muffler
mob_grinding_utils:dark_oak_stone, Dark Oak Stone
mob_grinding_utils:entity_conveyor, Entity Conveyor
mob_grinding_utils:ender_inhibitor_on, Ender Inhibitor Active
mob_grinding_utils:ender_inhibitor_off, Ender Inhibitor Inactive
notenoughwands:wandcore, Wand Core
notenoughwands:advanced_wandcore, Advanced Wand Core
notenoughwands:teleportation_wand, Teleportation Wand
notenoughwands:building_wand, Building Wand
notenoughwands:swapping_wand, Swapping Wand
notenoughwands:capturing_wand, Capturing Wand
notenoughwands:illumination_wand, Illumination Wand
notenoughwands:displacement_wand, Displacement Wand
notenoughwands:moving_wand, Moving Wand
notenoughwands:acceleration_wand, Acceleration Wand
notenoughwands:protection_wand, Protection Wand
notenoughwands:master_protection_wand, Master Protection Wand
notenoughwands:freezing_wand, Freezing Wand (WIP)
notenoughwands:potion_wand, Potion Wand
plustic:mirionnugget, Mirion Nugget
plustic:mirioningot, Mirion Ingot
plustic:mirionblock, Mirion Block
plustic:pipe_piece:0, Electrical Pipe Piece
plustic:pipe_piece:0, Energetic Pipe Piece
plustic:pipe_piece:0, Vibrant Pipe Piece
plustic:pipe_piece:0, Red Pipe Piece
plustic:pipe_piece:0, Conductive Pipe Piece
plustic:pipe_piece:0, Pulsating Pipe Piece
plustic:pipe_piece:0, Dark Pipe Piece
plustic:pipe_piece:0, Souled Pipe Piece
plustic:pipe_piece:0, Pipe Piece of the End
plustic:pipe_piece:0, Fake-Iron Pipe Piece
plustic:pipe_piece:0, Naga Scale Pipe Piece
plustic:pipe_piece:0, Steeleaf Pipe Piece
plustic:pipe_piece:0, Fiery Pipe Piece
plustic:pipe_piece:0, Knightly Pipe Piece
plustic:pipe_piece:0, Wooden Pipe Piece
plustic:pipe_piece:0, Stone Pipe Piece
plustic:pipe_piece:0, Flint Pipe Piece
plustic:pipe_piece:0, Cactus Pipe Piece
plustic:pipe_piece:0, Bone Pipe Piece
plustic:pipe_piece:0, Obsidian Pipe Piece
plustic:pipe_piece:0, Prismarine Pipe Piece
plustic:pipe_piece:0, End Pipe Piece
plustic:pipe_piece:0, Paper Pipe Piece
plustic:pipe_piece:0, Sponge Pipe Piece
plustic:pipe_piece:0, Firewood Pipe Piece
plustic:pipe_piece:0, Iron Pipe Piece
plustic:pipe_piece:0, Pig Iron Pipe Piece
plustic:pipe_piece:0, Knightslime Pipe Piece
plustic:pipe_piece:0, Slime Pipe Piece
plustic:pipe_piece:0, Slime Pipe Piece
plustic:pipe_piece:0, Magma Slime Pipe Piece
plustic:pipe_piece:0, Netherrack Pipe Piece
plustic:pipe_piece:0, Cobalt Pipe Piece
plustic:pipe_piece:0, Ardite Pipe Piece
plustic:pipe_piece:0, Manyullyn Pipe Piece
plustic:pipe_piece:0, Copper Pipe Piece
plustic:pipe_piece:0, Bronze Pipe Piece
plustic:pipe_piece:0, Lead Pipe Piece
plustic:pipe_piece:0, Silver Pipe Piece
plustic:pipe_piece:0, Electrum Pipe Piece
plustic:pipe_piece:0, Steel Pipe Piece
plustic:pipe_piece:0, Baronyte Pipe Piece
plustic:pipe_piece:0, Blazium Pipe Piece
plustic:pipe_piece:0, Elecanium Pipe Piece
plustic:pipe_piece:0, Emberstone Pipe Piece
plustic:pipe_piece:0, Ghastly Pipe Piece
plustic:pipe_piece:0, Ghoulish Pipe Piece
plustic:pipe_piece:0, Limonite Pipe Piece
plustic:pipe_piece:0, Lunar Pipe Piece
plustic:pipe_piece:0, Lyon Pipe Piece
plustic:pipe_piece:0, Mystite Pipe Piece
plustic:pipe_piece:0, Rosite Pipe Piece
plustic:pipe_piece:0, Shyrestone Pipe Piece
plustic:pipe_piece:0, Skeletal Pipe Piece
plustic:pipe_piece:0, Varsium Pipe Piece
plustic:pipe_piece:0, Charger Pipe Piece
plustic:pipe_piece:0, Treated Wood Pipe Piece
plustic:pipe_piece:0, Constantan Pipe Piece
plustic:pipe_piece:0, Magical Wooden Pipe Piece
plustic:pipe_piece:0, Evil Infused Pipe Piece
plustic:pipe_piece:0, Enchanted Pipe Piece
plustic:pipe_piece:0, Demonic Pipe Piece
plustic:pipe_piece:0, Dragon Bone Pipe Piece
plustic:pipe_piece:0, Desert Myrmex Chitin Pipe Piece
plustic:pipe_piece:0, Jungle Myrmex Chitin Pipe Piece
plustic:pipe_piece:0, Fire Dragonsteel Pipe Piece
plustic:pipe_piece:0, Ice Dragonsteel Pipe Piece
plustic:pipe_piece:0, Weezer Pipe Piece
plustic:pipe_piece:0, Boron Pipe Piece
plustic:pipe_piece:0, Tough Alloy Pipe Piece
plustic:pipe_piece:0, Hard Carbon Pipe Piece
plustic:pipe_piece:0, Boron Nitride Pipe Piece
plustic:pipe_piece:0, Thorium Pipe Piece
plustic:pipe_piece:0, Uranium Pipe Piece
plustic:pipe_piece:0, Magnesium Pipe Piece
plustic:pipe_piece:0, Chocolate Pipe Piece
plustic:pipe_piece:0, Alumite Pipe Piece
plustic:pipe_piece:0, Nickel Pipe Piece
plustic:pipe_piece:0, Invar Pipe Piece
plustic:pipe_piece:0, Iridium Pipe Piece
plustic:pipe_piece:0, Ascended Sapphire Pipe Piece
plustic:pipe_piece:0, Jade Pipe Piece
plustic:pipe_piece:0, Sapphire Pipe Piece
plustic:pipe_piece:0, Ruby Pipe Piece
plustic:pipe_piece:0, Peridot Pipe Piece
plustic:pipe_piece:0, Malachite Pipe Piece
plustic:pipe_piece:0, Amber Pipe Piece
plustic:pipe_piece:0, Topaz Pipe Piece
plustic:pipe_piece:0, Tanzanite Pipe Piece
plustic:pipe_piece:0, Amethyst Pipe Piece
plustic:pipe_piece:0, Osmium Pipe Piece
plustic:pipe_piece:0, Refined Obsidian Pipe Piece
plustic:pipe_piece:0, Refined Glowstone Pipe Piece
plustic:pipe_piece:0, Osgloglas Pipe Piece
plustic:pipe_piece:0, Osmiridium Pipe Piece
plustic:pipe_piece:0, Lumium Pipe Piece
plustic:pipe_piece:0, Signalum Pipe Piece
plustic:pipe_piece:0, Platinum Pipe Piece
plustic:pipe_piece:0, Enderium Pipe Piece
plustic:pipe_piece:0, Black Quartz Pipe Piece
plustic:pipe_piece:0, Void Pipe Piece
plustic:pipe_piece:0, Enori Pipe Piece
plustic:pipe_piece:0, Palis Pipe Piece
plustic:pipe_piece:0, Restonia Pipe Piece
plustic:pipe_piece:0, Emeradic Pipe Piece
plustic:pipe_piece:0, Diamatine Pipe Piece
plustic:pipe_piece:0, Psimetal Pipe Piece
plustic:pipe_piece:0, Psigem Pipe Piece
plustic:pipe_piece:0, Infinity Pipe Piece
plustic:pipe_piece:0, Desh Pipe Piece
plustic:pipe_piece:0, Titanium Pipe Piece
plustic:pipe_piece:0, Certus Quartz Pipe Piece
plustic:pipe_piece:0, Fluix Crystal Pipe Piece
plustic:pipe_piece:0, Mica Pipe Piece
plustic:pipe_piece:0, Litherite Pipe Piece
plustic:pipe_piece:0, Erodium Pipe Piece
plustic:pipe_piece:0, Kyronite Pipe Piece
plustic:pipe_piece:0, Pladium Pipe Piece
plustic:pipe_piece:0, Ionite Pipe Piece
plustic:pipe_piece:0, Aethium Pipe Piece
plustic:pipe_piece:0, Thaumium Pipe Piece
plustic:pipe_piece:0, Starmetal Pipe Piece
plustic:pipe_piece:0, Mirion Pipe Piece
plustic:pipe_piece:0, Livingwood Pipe Piece
plustic:pipe_piece:0, Manasteel Pipe Piece
plustic:pipe_piece:0, Elementium Pipe Piece
plustic:pipe_piece:0, Terrasteel Pipe Piece
plustic:pipe_piece:0, Emerald Pipe Piece
plustic:pipe_piece:0, Slime Pipe Piece
plustic:pipe_piece:0, Dark Matter Pipe Piece
plustic:pipe_piece:0, Red Matter Pipe Piece
plustic:pipe_piece:0, Wyvern Pipe Piece
plustic:pipe_piece:0, Awakened Pipe Piece
plustic:pipe_piece:0, Chaotic Pipe Piece
plustic:laser_medium:0, Stone Laser Medium
plustic:laser_medium:0, Prismarine Laser Medium
plustic:laser_medium:0, Blazerod Laser Medium
plustic:laser_medium:0, Endrod Laser Medium
plustic:laser_medium:0, Jade Laser Medium
plustic:laser_medium:0, Refined Obsidian Laser Medium
plustic:laser_medium:0, Refined Glowstone Laser Medium
